sample_id,frame,year,title,author,label,raw_label,confidence,narrating_situation,agent_note,why,n_quotes,event_past,event_present,beat_past,beat_present,bucket_event,bucket_dialogue,bucket_gnomic,bucket_paratext,bucket_unclear
top2023:HANG THE MOON|Jeannette Walls,modern,2023,HANG THE MOON,Jeannette Walls,PAST,PAST,CONFLICT,retrospective,"First-person narrator, extremely aphorism-heavy sample. Zero quotation marks survived in any of the 26 quotes, so dialogue was assigned only where vocatives ('Sallie'), interjections/echoes ('Quality? Hell'), sustained second-person address, or conversational discourse markers appear; that signal choice is recorded per quote. Notably there is NO present-tense scene or action narration anywhere in the sample — every present event quote is narrating-now commentary or a reflective state ('the harder I try', 'Now that I have one of those jobs, I see'), while the only two actual event-narration quotes ('She also lent me her books', 'She also told me') are past. That pattern reads as a retrospective first-person narrator with a heavy present-tense commentary habit rather than simultaneous narration, but the sample is thin on scene narration and the past/present count alone (2/8) points the other way, so the narrating-situation call rests on the kind of present rather than the amount of it. Flip-risk quotes: q08372 and q08379.","18% past / 82% present of 11, situation=retrospective",26,2,8,0,1,10,5,11,0,0
top2023:HAPPY PLACE|Emily Henry,modern,2023,HAPPY PLACE,Emily Henry,OTHER,DUAL,high,dual,"First-person narrator. 21 event quotes, 14 present / 7 past (66.7% present). The past minority is not incidental memory: q07987, q08011, q08013, q08014 are extended retrospective passages recounting the earlier relationship and childhood, which reads as a sustained past-tense strand alongside a present-tense main line — hence 'dual'. An analyst preferring the 'present + recollection strand' reading has the same evidence; the split is structural either way, not noise. Marks survive well here (about half of dialogue quotes retain them); marks-absent dialogue was identified by second-person direct address, vocatives and speech register, recorded per quote. Flip-risk quotes: q08016 (marginal mark majority), q08002 (gnomic vs event/present), q08020 (dialogue vs event/past).","23% past / 77% present of 30, situation=dual",49,7,14,0,9,21,21,7,0,0
top2023:HELLO BEAUTIFUL|Ann Napolitano,modern,2023,HELLO BEAUTIFUL,Ann Napolitano,PAST,PAST,high,retrospective,"Clean past-tense third-person narration with shifting focalization (Sylvie, Julia, William). 15 event quotes, all past, no present event narration anywhere. Several quotes have a generalizing feel ('She was no longer who she used to be', 'just because you never thought about someone didn't mean they weren't inside you', the Sylvie-on-storytelling passage) but are past tense and anchored to specific characters -- filed event/past per the present-tense-only gnomic rule, which is where this book's error pressure sits. Only 2 gnomic. q07956 ('Opportunity did not knock until I built the door') is flagged as the contested past-tense maxim rather than decided silently. Flip risk is q07969, truncated at both ends and the only candidate present-tense quote in the set; read as dialogue on register grounds. Dialogue identified by quotation marks where they survive and by vocatives/imperatives/second-person address where they do not.","100% past / 0% present of 19, situation=retrospective",26,15,0,4,0,15,9,2,0,0
top2023:HOLLY|Stephen King,modern,2023,HOLLY,Stephen King,PRESENT,PRESENT,high,simultaneous,"Present-tense third-person narration throughout; 13 of 14 event quotes are present, the lone past quote (q08033) is a one-line backstory aside, not a strand. Quotation marks survive in only 2 of 41 quotes, so dialogue was identified mainly by vocatives, direct address and speech register — signal recorded per quote. Heavy gnomic load (18/41), as expected from an aphorism-biased quote source.","6% past / 94% present of 16, situation=simultaneous",41,1,13,0,2,14,7,18,2,0
top2023:I HAVE SOME QUESTIONS FOR YOU|Rebecca Makkai,modern,2023,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,PAST,PAST,high,retrospective,"Classification uses only supplied quote text. Event narration is predominantly retrospective, with present-tense narrator reflection at the apparent telling moment; no evidence requires a dual or simultaneous narrating situation.","77% past / 23% present of 44, situation=retrospective",58,33,10,1,0,43,6,8,0,1
top2023:I WILL FIND YOU|Harlan Coben,modern,2023,I WILL FIND YOU,Harlan Coben,OTHER,DUAL,med,dual,"Two distinct narrating positions appear in the text. A first-person present-tense strand narrates the narrator's current situation ('He asks me about that... I try to explain', 'I have never been in better shape, and it's finally paying off') - simultaneous. Separately, q08496 is third-person past with access to a named character's interiority ('All men, Gertrude believed, tended to...'), a different narrating position entirely, and q08503/q08506 are past-tense recollection. Called dual on strand grounds, not diary form; the alternative reading is simultaneous first-person with a past recollection/third-person strand, and 5 event quotes is too thin to separate those. Yield is the adversarial case METHODOLOGY warns about: 11 of 20 quotes are gnomic aphorism (Coben pull-quotes are selected almost entirely for quotability), leaving only 5 event-narration quotes, split 3 past / 2 present. Recommend fetching a deeper page before labeling.","71% past / 29% present of 7, situation=dual",20,3,2,2,0,5,4,11,0,0
top2023:IDENTITY|Nora Roberts,modern,2023,IDENTITY,Nora Roberts,PAST,PAST,manual,retrospective,"Extremely low event-narration yield: 1 of 22 quotes. Page is dominated by advice-speech and aphorism, which is the adversarial bias METHODOLOGY warns about. Quotation marks survive on only 2 quotes (q08349, q08365), so dialogue was assigned via vocatives, direct address, speech markers, and register; the boundary I used was that generic-'you' maxims with no story-world referent go to gnomic while direct address referencing specific story facts goes to dialogue. Retrospective read rests on a single narration quote (q08352, past, third person) with zero present-tense narration anywhere; evidence is thin and insufficient for a book label.",Manual review 2026-08-16: user-directed final label override.,22,1,0,0,0,1,13,7,1,0
top2023:IRON FLAME|Rebecca Yarros,modern,2023,IRON FLAME,Rebecca Yarros,PRESENT,PRESENT,high,simultaneous,Event-narration excerpts are present-tense; no overall book label calculated.,"0% past / 100% present of 27, situation=simultaneous",51,0,5,0,22,5,34,4,2,6
top2023:NONE OF THIS IS TRUE|Lisa Jewell,modern,2023,NONE OF THIS IS TRUE,Lisa Jewell,PRESENT,PRESENT,high,simultaneous,"Third-person present-tense narration (Alix/Josie strand) is the dominant mode: 10 of 11 event quotes are present, all specific character/moment. A second strand of first-person conversational passages reads as interview/podcast transcript speech rather than narration -- quotation marks survive only partially in this book (intact in q08239, one stray open mark in q08215), so those were bucketed as dialogue on register signals: vocative ('Nathan'), direct address, tag questions, and listener-directed hedges ('I know how bad this sounds', 'You know,'). q08224 confirms an in-world true-crime podcast, which supports the transcript reading. Flip risk concentrated in q08221, q08219, q08225: if that strand is first-person retrospective narration instead of speech, three past event quotes would be added and the book would read dual rather than simultaneous.","9% past / 91% present of 11, situation=simultaneous",27,1,10,0,0,11,8,6,2,0
top2023:PINEAPPLE STREET|Jenny Jackson,modern,2023,PINEAPPLE STREET,Jenny Jackson,PAST,PAST,high,retrospective,"Clean past-tense third-person narration with heavy free indirect discourse across several point-of-view characters (Sasha, Darley, Georgiana). 19 event quotes, all past, zero present event-narration. Quotation marks survive in this book (q08252, q08253), so dialogue was identified by marks where present and by first-person present register plus direct address where absent. Two quotes (q08240, q08245) are past-tense generalizations with weak or absent story-world referents -- the contested past-gnomic class; both were kept as event/past under the present-tense-only gnomic rule and are flagged. Reclassifying both as gnomic would leave 17 past / 0 present, so neither can flip the label. q08258 is a bare fragment routed to gnomic by spec rule despite reading as truncated past narration; it likewise carries no tense either way.","100% past / 0% present of 21, situation=retrospective",27,19,0,2,0,19,5,2,1,0
top2023:SOMEONE ELSE'S SHOES|Jojo Moyes,modern,2023,SOMEONE ELSE'S SHOES,Jojo Moyes,PRESENT,PRESENT,high,simultaneous,"Clean present-tense third-person narration ('Sam feels', 'She lights a cigarette', 'she thinks'). Event evidence is 8 quotes, 7 present / 1 past = 87.5% present; the single past quote (q08185) is past-perfect backstory, i.e. a recollection strand, not a competing narrative tense. Heavy gnomic load (7 quotes) is exactly the aphorism bias METHODOLOGY warns about - all seven are genuinely present-tense second-person universals with no story-moment referent, and filing them as event would have inflated the present count without adding evidence. Quotation marks survive well in this book, so unmarked passages were judged on register, vocatives, hesitation fillers, and nested quotes.","9% past / 91% present of 11, situation=simultaneous",22,1,7,0,3,8,7,7,0,0
top2023:THE ARMOR OF LIGHT|Ken Follett,modern,2023,THE ARMOR OF LIGHT,Ken Follett,PAST,PAST,high,retrospective,"Clean past-tense third-person historical narration with heavy past-tense expository/summary passages about the story world - all filed event/past per the rule that gnomic is present-tense only. Quotation marks survive well here (q08453, q08462, q08470, q08475); the four mark-less speech quotes were identified by imperatives, deixis ('it says here', 'this country', 'that horse'), and colloquial/oratorical register. Only gnomic entries are three no-finite-verb noun-phrase fragments. Zero present-tense event quotes.","100% past / 0% present of 18, situation=retrospective",25,15,0,3,0,15,7,3,0,0
top2023:THE COVENANT OF WATER|Abraham Verghese,modern,2023,THE COVENANT OF WATER,Abraham Verghese,PRESENT,PRESENT,high,simultaneous,"Event narration is predominantly present tense, with a small amount of past exposition and recollection.","7% past / 93% present of 30, situation=simultaneous",75,2,26,0,2,28,12,35,0,0
top2023:THE FIVE-STAR WEEKEND|Elin Hilderbrand,modern,2023,THE FIVE-STAR WEEKEND,Elin Hilderbrand,PRESENT,PRESENT,high,simultaneous,"Third-person present narration across multiple focal characters (Hollis, Dru-Ann, Ethan): 'Hollis glides', 'She stuffs', 'It pains Ethan'. Quotation-mark survival is INCONSISTENT in this book - marks survive in q08103/q08118/q08126 but are stripped from clear speech in q08117/q08119/q08121/q08123, so mark-less quotes were judged on vocatives, direct address, and register (recorded per quote). A cluster of first-person quotes (q08105, q08106, q08109, and arguably q08120/q08124) reads as an embedded first-person reflective/essayistic strand; where direct address or spoken cadence was present I filed them dialogue, otherwise event. The book's only past event quote (q08105) belongs to that strand.","7% past / 93% present of 15, situation=simultaneous",24,1,11,0,3,12,9,3,0,0
top2023:THE HEAVEN & EARTH GROCERY STORE|James McBride,modern,2023,THE HEAVEN & EARTH GROCERY STORE,James McBride,PAST,PAST,high,retrospective,"Third-person past-tense narration with a strong essayistic/aphoristic overlay - the gnomic quotes are all genuinely present-tense sententiae, while the book's exposition and summary are uniformly past. Quotation marks survive inconsistently: two quotes keep them, three clear speech passages have none, so dialogue there was judged on dialect register, speech tags, and direct address. Deliberately did NOT file past-tense generalizations (q07866, q07874, q07875, q07876) as gnomic. Event evidence is 11/11 past.","100% past / 0% present of 13, situation=retrospective",21,11,0,2,0,11,5,5,0,0
top2023:THE HOUSE IN THE PINES|Ana Reyes,modern,2023,THE HOUSE IN THE PINES,Ana Reyes,OTHER,DUAL,high,dual,"Third-person limited on Maya throughout, with two structurally distinct time strands carried in different tenses. The present-tense event quotes cluster on the younger-Maya/Frank/cabin material (acid trip, packing for college, the kiss, Aubrey, the cabin, the prologue at the ruined foundation); the past-tense event quotes cluster on the older, present-day storyline (withdrawal, Klonopin brunches, 'seven years apart', 'The Frank she knew', college backstory). So the split is a strand split, not noise and not diary form — the flashback strand is narrated simultaneously and the frame strand retrospectively. Recorded as 'dual' on that basis; a human applying label.py's SPLIT_REVIEW should record cause = strand. Quotation marks survived in only 1 of 27 quotes (q08159), so all other dialogue was assigned from vocatives, second-person address, and conversational discourse markers, recorded per quote; note the book also contains first-person spoken-testimony passages (q08143, q08153, q08160) distinct from the third-person narration. Flip-risk quotes: q08148, q08141, q08165.","65% past / 35% present of 20, situation=dual",27,13,7,0,0,20,6,1,0,0
top2023:THE LITTLE LIAR|Mitch Albom,modern,2023,THE LITTLE LIAR,Mitch Albom,OTHER,DUAL,manual,dual,"Severely aphorism-dominated page: 19 of 24 quotes are gnomic, leaving only 3 event-narration quotes (2 present, 1 past) -- well under the 5-quote floor, so this is insufficient for a book label. Dual is a frame-narrator read, not diary/epistolary: a personified first-person present-tense narrator ('I am Truth', q08084) addresses the reader from outside the story while story-world material appears both as present-tense historical narration (q08100) and past-tense period exposition (q08101). Flip risks: q08091 (event/present vs gnomic) and q08084 (gnomic vs event/present); with only 3 event quotes either call visibly shifts the split. Quotation marks survived on only one quote (q08094).",Manual review 2026-08-16: user-directed final label override.,24,1,2,1,0,3,1,19,1,0
top2023:THE NIGHTINGALE|Kristin Hannah,modern,2023,THE NIGHTINGALE,Kristin Hannah,PAST,PAST,CONFLICT,retrospective,"Event excerpts predominantly recount wartime events in the past; present-tense excerpts are chiefly a later first-person framing/reflection position, supporting retrospective narration rather than a dual diary form.","55% past / 45% present of 47, situation=retrospective",62,25,20,1,1,45,5,10,2,0
top2023:TOM LAKE|Ann Patchett,modern,2023,TOM LAKE,Ann Patchett,OTHER,DUAL,high,dual,The supplied excerpts show a present-tense frame alongside an extended retrospective past strand; dialogue beats are separately recorded and excluded from event tense evidence.,"55% past / 45% present of 56, situation=dual",71,28,22,3,3,50,6,14,0,1
top2023:YELLOWFACE|R.F. Kuang,modern,2023,YELLOWFACE,R.F. Kuang,PRESENT,PRESENT,high,simultaneous,"Event passages are predominantly present-tense, with a smaller set of past-tense memories, exposition, and recollection. Dialogue beats are present except for the poet attribution.","25% past / 75% present of 48, situation=simultaneous",80,11,33,1,3,44,6,30,0,0
top2024:A CALAMITY OF SOULS|David Baldacci,modern,2024,A CALAMITY OF SOULS,David Baldacci,PAST,PAST,high,retrospective,"Third-person retrospective. Only 4 event quotes -- BELOW the >=5 floor, so insufficient for a label on the event basis. All 4 are past. Beat tally (separate, non-pooled): 5 past / 0 present / 6 none across 11 dialogue quotes -- beats AGREE with the retrospective read and with the 4/4 past event split, so confidence high on the situation even though the event count abstains. Perfect correlation in this book: every beat-bearing dialogue quote is one that retained quotation marks (q09156, q09158, q09162, q09165, q09167); all 6 markless dialogue quotes are pure oratory with zero narrator narration. Book is heavily aphoristic/oratorical -- 7 gnomic, and several markless quotes could defensibly split gnomic-vs-dialogue either way (both are non-diagnostic, and all such quotes carry beat_tense none, so the choice does not move any tally).","100% past / 0% present of 9, situation=retrospective",23,4,0,5,0,4,11,7,0,1
top2024:A FATE INKED IN BLOOD|Danielle L. Jensen,modern,2024,A FATE INKED IN BLOOD,Danielle L. Jensen,PAST,PAST,high,retrospective,"Complete, 47 of 47. First-person retrospective narration; every narration quote is past tense, zero present event-narration. Quotation marks survive on only some quotes, so unmarked ones were judged by vocative ('Freya', 'Born-in-Fire'), second-person address, and speech register - recorded per quote. q09291 identified as speech because the speaker describes being hit by the fish-throwing woman, whom other quotes address as 'you' - i.e. the narrator. q09286 is the one contested past-tense generalization; q09293 has no word-count majority either way.","100% past / 0% present of 23, situation=retrospective",47,14,0,9,0,14,31,2,0,0
top2024:ALL THE COLORS OF THE DARK|Chris Whitaker,modern,2024,ALL THE COLORS OF THE DARK,Chris Whitaker,PAST,PAST,high,retrospective,"Event narration is predominantly past (16 past, 3 present). The three present passages are story-specific reflections rather than universal aphorisms; no evidence here indicates a sustained simultaneous or dual narrating position.","89% past / 11% present of 28, situation=retrospective",52,16,3,9,0,19,21,9,0,3
top2024:BY ANY OTHER NAME|Jodi Picoult,modern,2024,BY ANY OTHER NAME,Jodi Picoult,PAST,PAST,high,retrospective,,"89% past / 11% present of 28, situation=retrospective",51,14,3,11,0,17,12,18,3,1
top2024:CAMINO GHOSTS|John Grisham,modern,2024,CAMINO GHOSTS,John Grisham,PAST,PAST,high,retrospective,"Event narration is consistently past tense. Dialogue beats, where present, are also past tense.","100% past / 0% present of 13, situation=retrospective",15,10,0,3,0,10,5,0,0,0
top2024:COUNTING MIRACLES|Nicholas Sparks,modern,2024,COUNTING MIRACLES,Nicholas Sparks,PAST,PAST,high,retrospective,,"77% past / 23% present of 13, situation=retrospective",21,9,3,1,0,12,4,5,0,0
top2024:FIRST LIE WINS|Ashley Elston,modern,2024,FIRST LIE WINS,Ashley Elston,PRESENT,PRESENT,high,simultaneous,"First-person simultaneous present narration (37 quotes, all classified). 18 event / 10 gnomic / 9 dialogue / 0 unclear; 15 present, 3 past = 83.3% present. Quotation marks survive only sporadically in this book's Goodreads scrape (present in q08980, q08988, absent elsewhere), so dialogue was assigned via vocatives, direct address, speech markers and register -- signal recorded per quote. Gnomic yield is high (27%) because the aphorism bias is strong here: several are proverbs carrying a past-tense attribution tag ('Mama always said', 'As Mama used to say'), which I treated as tags, not story events, since the generalizing content is present tense. The 3 past event quotes are a recollection/backstory strand (q08960 character backstory summary, q08981 immediate retrospection, q08994 recollected description), not a second narrating position. Lands in the 80-85% present band flagged in METHODOLOGY for audit. Flip-risk: q08975, spoken-register past recounting with no marks -- if it is narration rather than speech it becomes event/past and drops the split to 15/4 = 78.9%.","16% past / 84% present of 19, situation=simultaneous",37,3,15,0,1,18,9,10,0,0
top2024:FUNNY STORY|Emily Henry,modern,2024,FUNNY STORY,Emily Henry,PRESENT,PRESENT,high,simultaneous,"Event narration is predominantly present-tense, with past-tense recollection and backstory passages.","21% past / 79% present of 53, situation=simultaneous",78,11,15,0,27,26,42,10,0,0
top2024:GOTHIKANA|RuNyx,modern,2024,GOTHIKANA,RuNyx,PAST,PAST,high,retrospective,"Complete: 44 of 44. Third-person past-tense narration, close free-indirect on Corvina, with heavy dialogue. Quotation marks partially survive the CSV extraction (the opening mark of the first speech run is stripped); where marks were absent I used vocatives ('little crow', 'Miss Clemm'), imperatives, tag questions and second-person address. Zero present-tense event-narration and zero gnomic: every generalizing quote (q09330, q09340) is past-tense and anchored to the character, which the load-bearing present-only gnomic rule excludes.","100% past / 0% present of 34, situation=retrospective",44,22,0,12,0,22,22,0,0,0
top2024:HERE ONE MOMENT|Liane Moriarty,modern,2024,HERE ONE MOMENT,Liane Moriarty,OTHER,DUAL,high,dual,"Two structurally distinct strands. (1) A first-person retrospective memoir strand (Cherry, an actuary) telling her life story in past tense to a directly addressed reader, carrying a live narrating-moment present ('I still think', 'I like to imagine', 'Harvey is dead'). (2) A third-person present-tense strand following other characters (Paula, Eve, Sue, 'the lady') at scene level. The past/present split therefore traces to an identifiable strand split, not to uncertainty. Very heavy gnomic load: this quote page is dominated by second-person universals, aphorisms and essayistic digressions on probability, fate and grief -- 43 of 82 quotes are non-diagnostic gnomic, exactly the adversarial bias METHODOLOGY warns about. Two epigraphs quoting real external authors (Kubler-Ross, Hawking) filed as paratext.","59% past / 41% present of 37, situation=dual",82,21,14,1,1,35,2,43,2,0
top2024:HOUSE OF FLAME AND SHADOW|Sarah J. Maas,modern,2024,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,PAST,PAST,high,retrospective,"Heavily dialogue-dominated sample (19/25) -- Goodreads selection for this book favors romantic and banter lines. All five event-narration quotes are past-tense third-person limited narration; no present-tense event narration anywhere in the sample. Quotation marks survive on roughly half the quotes; where absent I used direct address, vocatives, and colloquial register (recorded per quote). Event count is exactly at the >=5 threshold, so q09073 is load-bearing: it pairs past-tense summary about specific characters with a present-tense aphorism, and a gnomic read would leave only 4 event quotes and force abstention. q09082 and q09092 are the other soft calls (dialogue vs. present-tense interior state); both were read as speech, and neither was counted as present event-narration.","100% past / 0% present of 14, situation=retrospective",25,5,0,9,0,5,19,1,0,0
top2024:INTERMEZZO|Sally Rooney,modern,2024,INTERMEZZO,Sally Rooney,PRESENT,PRESENT,high,simultaneous,,"14% past / 86% present of 58, situation=simultaneous",79,8,44,0,6,52,17,10,0,0
top2024:JAMES|Percival Everett,modern,2024,JAMES,Percival Everett,PAST,PAST,high,retrospective,Event narration is predominantly retrospective past; the present event excerpts are situated reflections rather than a second sustained narrating position.,"94% past / 6% present of 47, situation=retrospective",66,31,3,13,0,34,23,8,0,1
top2024:SMALL THINGS LIKE THESE|Claire Keegan,modern,2024,SMALL THINGS LIKE THESE,Claire Keegan,PAST,PAST,high,retrospective,"Close third-person past narration, very heavy free indirect discourse - many quotes are Furlong's reflective questions rendered in past tense. Quotation marks survive only partially in this book's Goodreads text, so dialogue was identified from surviving closing marks plus speech tags ('she said', 'Furlong said'); q09404/q09412 read as aphorisms with no marks or tags and were bucketed gnomic on present tense alone. Several past-tense generalizations (q09389, q09390, q09393, q09414, q09419, q09431) would be swept into gnomic by a loose specificity test - held as event/past per the present-tense-only rule. q09421/q09422 are the author's historical afterword about the Magdalen laundries, q09425 the dedication, q09427 a Spanish translation leak. 34 event quotes, all past, no present event-narration anywhere in the set.","100% past / 0% present of 37, situation=retrospective",46,34,0,3,0,34,3,4,4,1
top2024:SWAN SONG|Elin Hilderbrand,modern,2024,SWAN SONG,Elin Hilderbrand,PRESENT,PRESENT,high,simultaneous,Event narration is predominantly simultaneous present; the sole past event is backstory/exposition.,"6% past / 94% present of 18, situation=simultaneous",22,1,16,0,1,17,1,2,2,0
top2024:TABLE FOR TWO|Amor Towles,modern,2024,TABLE FOR TWO,Amor Towles,PAST,PAST,med,retrospective,Four past event-narration excerpts; the remaining present-tense prose is chiefly gnomic or dialogue.,"100% past / 0% present of 6, situation=retrospective",21,5,0,1,0,5,6,9,0,1
top2024:TELL ME EVERYTHING|Elizabeth Strout,modern,2024,TELL ME EVERYTHING,Elizabeth Strout,PAST,PAST,high,retrospective,"Third-person past narration around named characters (Bob, Lucy, Olive) with heavy present-tense aphoristic commentary - classic Goodreads quotability bias. All 7 event quotes are past; 0 present. Quotation marks survive on some quotes and not others: where absent I used direct address, imperatives and spoken register (q09519, q09525). q09526 abstained rather than guessed.","100% past / 0% present of 10, situation=retrospective",24,7,0,3,0,7,5,11,0,1
top2024:THE FURY|Alex Michaelides,modern,2024,THE FURY,Alex Michaelides,PAST,PAST,manual,unclear,"Event narration is evenly split (4 past, 4 present). The past passages are recollective/autobiographical, while the present passages are a narrator's writing-moment self-description or reflection; the supplied excerpts alone do not establish the wider narrating situation. Dialogue beats are 2 past and 0 present.",Manual review 2026-08-16: user-directed final label override.,22,4,4,2,0,8,4,9,0,1
top2024:THE GAMES GODS PLAY|Abigail Owen,modern,2024,THE GAMES GODS PLAY,Abigail Owen,PRESENT,PRESENT,high,simultaneous,"First-person present-tense narration throughout: all 7 event quotes are present, 0 past. Quotation marks survive only partially in this source -- several quotes are marks-stripped, so dialogue was identified by direct address, vocatives ('my star'), and an excised-tag comma (q09624); signal recorded per quote. Heavy aphorism load (7 gnomic) typical of the quotability bias. q09622 is habitual present exposition about the story world -- fits neither bucket cleanly, filed gnomic rather than inflating the present event count. q09620 abstained (counterfactual). Note for thresholds: only 7 event quotes, one short of the >=8 present bar.","0% past / 100% present of 11, situation=simultaneous",26,0,7,0,4,7,11,7,0,1
top2024:THE GOD OF THE WOODS|Liz Moore,modern,2024,THE GOD OF THE WOODS,Liz Moore,OTHER,DUAL,high,dual,,"75% past / 25% present of 52, situation=dual",65,35,11,4,2,46,9,6,1,3
top2024:THE SPELLSHOP|Sarah Beth Durst,modern,2024,THE SPELLSHOP,Sarah Beth Durst,PAST,PAST,high,retrospective,Event narration is predominantly retrospective past; a small number of story-specific present-moment passages are retained as event evidence.,"94% past / 6% present of 47, situation=retrospective",74,33,3,11,0,36,27,9,1,1
top2024:THE WEDDING PEOPLE|Alison Espach,modern,2024,THE WEDDING PEOPLE,Alison Espach,PRESENT,PRESENT,high,simultaneous,"Event narration is chiefly in a simultaneous present, with past recollections and summaries. No overall book label calculated.","33% past / 67% present of 45, situation=simultaneous",71,14,24,1,6,38,12,19,0,2
top2024:THE WOMEN|Kristin Hannah,modern,2024,THE WOMEN,Kristin Hannah,PAST,PAST,high,retrospective,"Past-tense third person centered on Frankie/'she', with a first-person retrospective frame surfacing in q08532 ('I wonder if any generation will ever believe again'), which implies a narrator looking back from a later present. 18 event quotes, all past, 0 present. The book is heavily aphoristic, but the aphorisms are overwhelmingly PAST-tense free indirect reflection (q08533, q08538, q08542, q08543, q08551) -- per METHODOLOGY these are event/past, not gnomic; only the three genuinely present-tense generalizations (q08534, q08537, q08540) were bucketed gnomic. Dialogue detection: quotation marks survive on only one quote (q08536), so the remaining four dialogue calls rest on vocatives (Frances, Frankie, McGrath), imperatives, and hortatory register.","100% past / 0% present of 19, situation=retrospective",26,18,0,1,0,18,5,3,0,0
top2024:YOU LIKE IT DARKER|Stephen King,modern,2024,YOU LIKE IT DARKER,Stephen King,PAST,PAST,high,retrospective,"Story collection, so quotes span several narrators; the dominant stance across event quotes is retrospective past (17 of 18). A minority present-tense strand is visible in q08934 ('Later it will occur to him') and in the present thought tag of q08951 ('Wilson thinks'), consistent with one or more separately present-tense pieces rather than a dual/diary structure. Heavy aphorism load: 23 of 48 quotes are gnomic, plus one author's-note paratext -- Goodreads selection bias is severe for this book.","90% past / 10% present of 20, situation=retrospective",48,17,1,1,1,18,4,23,1,2
top2025:ALCHEMISED|SenLinYu,modern,2025,ALCHEMISED,SenLinYu,PAST,PAST,high,retrospective,"Third-person past narration throughout; 27 event quotes, 27 past / 0 present. Quotation marks survive on only some quotes (Goodreads strips the opening mark on many and all marks on others), so where marks were absent dialogue was identified by 1st/2nd-person direct address, vocatives, imperatives and speech register inside an otherwise 3rd-person past narrative -- recorded per quote. Only one true gnomic (q09931). Several past-framed generalisations (q09906, q09941, q09956, q09973) kept as event/past per the present-only gnomic rule. Three abstentions: q09917 (present-tense, unmarked, speech-vs-interior-monologue -- the only quote that could add present evidence) and q09925/q09939 (wholly counterfactual).","100% past / 0% present of 43, situation=retrospective",80,27,0,16,0,27,49,1,0,3
top2025:ATMOSPHERE|Taylor Jenkins Reid,modern,2025,ATMOSPHERE,Taylor Jenkins Reid,PAST,PAST,high,retrospective,,"95% past / 5% present of 41, situation=retrospective",63,31,1,8,1,32,22,8,0,1
top2025:BROKEN COUNTRY|Clare Leslie Hall,modern,2025,BROKEN COUNTRY,Clare Leslie Hall,PRESENT,PRESENT,high,simultaneous,"First-person present-tense narration throughout, with a past recollection strand (the dead child Bobby, the earlier summer with Gabriel). Goodreads page is heavily aphoristic: 9 gnomic quotes, all present-tense universals or proverbs. q09665 is line-broken verse, not prose -- abstained. q09691 is the main flip risk: unmarked confessional speech vs. narration.","9% past / 91% present of 34, situation=simultaneous",46,3,26,0,5,29,5,10,1,1
top2025:BUCKEYE|Patrick Ryan,modern,2025,BUCKEYE,Patrick Ryan,PAST,PAST,high,retrospective,,"93% past / 7% present of 46, situation=retrospective",63,40,3,3,0,43,10,7,0,3
top2025:BURY OUR BONES IN THE MIDNIGHT SOIL|V.E. Schwab,modern,2025,BURY OUR BONES IN THE MIDNIGHT SOIL,V.E. Schwab,PRESENT,PRESENT,high,simultaneous,"Classified solely from supplied quote text. Event narration is predominantly present, with a smaller past-tense recollection/exposition strand.","30% past / 70% present of 43, situation=simultaneous",74,11,22,2,8,33,21,15,1,4
top2025:DUNGEON CRAWLER CARL|Matt Dinniman,modern,2025,DUNGEON CRAWLER CARL,Matt Dinniman,PAST,PAST,high,retrospective,"Event narration includes retrospective scene reporting and present-tense in-world system/creature descriptions. All observed dialogue narration beats are past-tense, supporting a retrospective narrating situation.","69% past / 31% present of 13, situation=retrospective",24,6,4,3,0,10,12,1,1,0
top2025:GONE BEFORE GOODBYE|Reese Witherspoon and Harlan C,modern,2025,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,PRESENT,PRESENT,high,simultaneous,Four event-narration quotes: three present and one past recollection. Present event narration concerns immediate character states/actions; no dual-form evidence appears in the supplied excerpts.,"12% past / 88% present of 8, situation=simultaneous",20,1,4,0,3,5,3,11,0,1
top2025:GREAT BIG BEAUTIFUL LIFE|Emily Henry,modern,2025,GREAT BIG BEAUTIFUL LIFE,Emily Henry,PRESENT,PRESENT,high,simultaneous,"Dominant stance is first-person simultaneous present: present-tense event narration (q09765, q09769, q09770, q09781, q09782) and present-tense dialogue tags throughout ('he says', 'I say', 'she says'). Quotation marks survive well in this book, so mark-majority carried most dialogue calls; four mark-less quotes (q09768, q09773, q09775, plus none other) were called by direct address / direct question. Heavy aphorism load (7 gnomic) is the expected Goodreads quotability bias. Two past-tense event quotes (q09771, q09785) plus one flagged past-tense gnomic (q09779) may indicate a distinct retrospective strand — they share subject matter (an older woman, writing, what the world was) unlike the present-tense material — but three quotes is too thin to call the book dual, so narrating_situation stays simultaneous with the strand recorded here. Event total 7 (5 present / 2 past), below the >=8 event bar for a high-confidence present label.","13% past / 87% present of 15, situation=simultaneous",25,2,5,0,8,7,11,7,0,0
top2025:KATABASIS|R.F. Kuang,modern,2025,KATABASIS,R.F. Kuang,PAST,PAST,high,retrospective,"Specific event narration is predominantly past-tense; present-tense excerpts are chiefly dialogue, character-state reflection, or gnomic generalization.","94% past / 6% present of 35, situation=retrospective",54,25,2,8,0,27,16,11,0,0
